Word;Part of speech;Translation;Frequency;Forms;Raw frequency;Number;Term;Term number;Term type;Auxiliary verb;Main word;Endings;Comment & logic
Text;Text;Text;Figure;Text;Figure;Text;Text;Figure;Text;Text;Text;Text;Text
;;;;;;;;;;;;;
escolar ;Adjective;school, scholastic;2412701 ;;;;;;;;escolar ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
c_lido ;Adjective;warm;2704 ;;;;;;;;c_lido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
inconsciente ;Adjective;unconscious, thoughtless;2705 ;;;;;;;;inconsciente ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
m_gico ;Adjective;magic, magical;2708 ;;;;;;;;m_gico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
amargo ;Adjective;bitter, sour, painful;2710 ;;;;;;;;amargo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
_los__co ;Adjective;philosophical;2716 ;;;;;;;;_los__co ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
marino ;Adjective;marine, naval;2720 ;;;;;;;;marino ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
culto ;Adjective;cultured, educated;2725 ;;;;;;;;culto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
pensado ;Adjective;thought-out, designed;2734 ;;;;;;;;pensado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
horrible ;Adjective;horrible;2738 ;;;;;;;;horrible ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
peculiar ;Adjective;peculiar;2746 ;;;;;;;;peculiar ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
ejemplar ;Adjective;exemplary, model;2747 ;;;;;;;;ejemplar ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
b_rbaro ;Adjective;savage, horrible;2757 ;;;;;;;;b_rbaro ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
aut_nomo ;Adjective;autonomous;2761 ;;;;;;;;aut_nomo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
sonoro ;Adjective;loud, resounding;2762 ;;;;;;;;sonoro ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
jur_dico ;Adjective;legal, juridical;2769 ;;;;;;;;jur_dico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
ilustre ;Adjective;renowned, illustrious;2771 ;;;;;;;;ilustre ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
blando ;Adjective;soft, limp, gentle;2783 ;;;;;;;;blando ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
estable ;Adjective;stable, steady;2784 ;;;;;;;;estable ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
dormido ;Adjective;asleep, sleeping;2786 ;;;;;;;;dormido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
t_mido ;Adjective;timid, shy, half-hearted;2795 ;;;;;;;;t_mido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
vasto ;Adjective;vast, immense, huge;2799 ;;;;;;;;vasto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
frustrado ;Adjective;frustrated;2801 ;;;;;;;;frustrado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
comprometido ;Adjective;committed, engaged;2803 ;;;;;;;;comprometido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
consiguiente ;Adjective;por consiguente: consequently;2807 ;;;;;;;;consiguiente ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
aburrido ;Adjective;boring, bored;2813 ;;;;;;;;aburrido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
recto ;Adjective;right, straight, honest;2816 ;;;;;;;;recto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
socialista ;Adjective;socialist;2820 ;;;;;;;;socialista ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
espl_ndido ;Adjective;splendid, generous;2822 ;;;;;;;;espl_ndido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
existente ;Adjective;existing;2833 ;;;;;;;;existente ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
inclinado ;Adjective;inclined, slanting;2835 ;;;;;;;;inclinado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
met_lico ;Adjective;metallic;2842 ;;;;;;;;met_lico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
espectacular ;Adjective;spectacular;2845 ;;;;;;;;espectacular ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
misterioso ;Adjective;mysterious;2849 ;;;;;;;;misterioso ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
obrero ;Adjective;working class;2851 ;;;;;;;;obrero ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
administrativo ;Adjective;administrative;2852 ;;;;;;;;administrativo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
singular ;Adjective;single, singular;2854 ;;;;;;;;singular ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
crudo ;Adjective;raw, crude, natural;2860 ;;;;;;;;crudo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
agotado ;Adjective;tired, used up, sold out;2861 ;;;;;;;;agotado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
deportivo ;Adjective;sports, sporty;2862 ;;;;;;;;deportivo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
qu_mico ;Adjective;chemical;2864 ;;;;;;;;qu_mico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
te_rico ;Adjective;theoretical;2866 ;;;;;;;;te_rico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
ciudadano ;Adjective;community, citizen;2883 ;;;;;;;;ciudadano ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
prudente ;Adjective;sensible, prudent;2884 ;;;;;;;;prudente ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
telef_nico ;Adjective;telephone;2888 ;;;;;;;;telef_nico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
racional ;Adjective;rational;2890 ;;;;;;;;racional ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
indiferente ;Adjective;indifferent;2902 ;;;;;;;;indiferente ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
inesperado ;Adjective;unexpected, unforeseen;2904 ;;;;;;;;inesperado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
sincero ;Adjective;sincere;2915 ;;;;;;;;sincero ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
ideol_gico ;Adjective;ideological;2917 ;;;;;;;;ideol_gico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
ligado ;Adjective;linked, joined;2926 ;;;;;;;;ligado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
prolongado ;Adjective;prolonged, lengthy;2929 ;;;;;;;;prolongado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
sordo ;Adjective;deaf, dull;2933 ;;;;;;;;sordo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
admirable ;Adjective;admirable;2934 ;;;;;;;;admirable ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
voluntario ;Adjective;voluntary, volunteer;2953 ;;;;;;;;voluntario ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
judicial ;Adjective;judicial;2957 ;;;;;;;;judicial ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
reservado ;Adjective;reserved, booked;2960 ;;;;;;;;reservado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
leg_timo ;Adjective;legitimate;2966 ;;;;;;;;leg_timo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
convencional ;Adjective;conventional;2968 ;;;;;;;;convencional ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
gigantesco ;Adjective;giant, gigantic;2970 ;;;;;;;;gigantesco ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
tierno ;Adjective;tender, soft;2973 ;;;;;;;;tierno ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
a_reo ;Adjective;aerial, air;2975 ;;;;;;;;a_reo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
autom_tico ;Adjective;automatic;2984 ;;;;;;;;autom_tico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
inquieto ;Adjective;restless, anxious;2986 ;;;;;;;;inquieto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
helado ;Adjective;iced, freezing, icy;2987 ;;;;;;;;helado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
pl_stico ;Adjective;plastic;2988 ;;;;;;;;pl_stico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
vulgar ;Adjective;vulgar, common, banal;2991 ;;;;;;;;vulgar ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
h_bil ;Adjective;skillful, clever;2997 ;;;;;;;;h_bil ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
destacado ;Adjective;outstanding, leading;3001 ;;;;;;;;destacado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
encendido ;Adjective;turned on, burning;3002 ;;;;;;;;encendido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
plano ;Adjective;_at, plain, even, level;3005 ;;;;;;;;plano ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
obligatorio ;Adjective;obligatory, compulsory;3007 ;;;;;;;;obligatorio ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
contempor_neo ;Adjective;contemporary;3009 ;;;;;;;;contempor_neo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
discreto ;Adjective;discreet, tactful;3025 ;;;;;;;;discreto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
amoroso ;Adjective;loving, affectionate;3028 ;;;;;;;;amoroso ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
optimista ;Adjective;optimistic;3030 ;;;;;;;;optimista ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
delgado ;Adjective;thin, skinny;3039 ;;;;;;;;delgado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
tenso ;Adjective;tight, tense;3043 ;;;;;;;;tenso ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
indirecto ;Adjective;indirect;3061 ;;;;;;;;indirecto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
ejecutivo ;Adjective;executive;3065 ;;;;;;;;ejecutivo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
referente ;Adjective;concerning;3073 ;;;;;;;;referente ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
dotado ;Adjective;endowed, gifted;3083 ;;;;;;;;dotado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
callado ;Adjective;quiet, reserved;3095 ;;;;;;;;callado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
_exible ;Adjective;_exible;3097 ;;;;;;;;_exible ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
mediano ;Adjective;average, medium, ordinary;3103 ;;;;;;;;mediano ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
pac__co ;Adjective;peaceful;3105 ;;;;;;;;pac__co ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
contradictorio ;Adjective;contradictory;3107 ;;;;;;;;contradictorio ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
mortal ;Adjective;mortal, lethal, deadly;3112 ;;;;;;;;mortal ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
solemne ;Adjective;solemn;3115 ;;;;;;;;solemne ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
mudo ;Adjective;mute, silent;3118 ;;;;;;;;mudo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
sorprendido ;Adjective;surprised;3120 ;;;;;;;;sorprendido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
psicol_gico ;Adjective;psychological;3123 ;;;;;;;;psicol_gico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
preferible ;Adjective;preferable;3126 ;;;;;;;;preferible ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
c_lebre ;Adjective;famous, renowned;3127 ;;;;;;;;c_lebre ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
valiente ;Adjective;brave, courageous, bold;3131 ;;;;;;;;valiente ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
delicioso ;Adjective;delicious, delightful, charming;3132 ;;;;;;;;delicioso ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
potente ;Adjective;potent, powerful;3133 ;;;;;;;;potente ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
vuestro ;Adjective;your (pl/+fam);3137 ;;;;;;;;vuestro ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
notorio ;Adjective;notorious, noticeable;2423138 ;;;;;;;;notorio ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
sexto ;Adjective;sixth;3140 ;;;;;;;;sexto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
electr_nico ;Adjective;electronic;3149 ;;;;;;;;electr_nico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
quieto ;Adjective;still, motionless, calm;3154 ;;;;;;;;quieto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
p_lido ;Adjective;pale, ghastly, faded;3161 ;;;;;;;;p_lido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
animado ;Adjective;excited, lively;3163 ;;;;;;;;animado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
chileno ;Adjective;Chilean;3164 ;;;;;;;;chileno ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
materno ;Adjective;maternal;3167 ;;;;;;;;materno ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
soltero ;Adjective;single, not married;3175 ;;;;;;;;soltero ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
vinculado ;Adjective;connected;3181 ;;;;;;;;vinculado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
colgado ;Adjective;hanging;3185 ;;;;;;;;colgado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
geogr__co ;Adjective;geographical;3194 ;;;;;;;;geogr__co ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
fr_gil ;Adjective;fragile, weak;3202 ;;;;;;;;fr_gil ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
rid_culo ;Adjective;ridiculous, absurd;3209 ;;;;;;;;rid_culo ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
irregular ;Adjective;irregular;3214 ;;;;;;;;irregular ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
genial ;Adjective;brilliant, inspired;3216 ;;;;;;;;genial ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
gracioso ;Adjective;funny, charming, amusing;3221 ;;;;;;;;gracioso ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
intermedio ;Adjective;interim, intermediate;3223 ;;;;;;;;intermedio ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
temporal ;Adjective;temporary;3225 ;;;;;;;;temporal ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
distinguido ;Adjective;distinguished;3228 ;;;;;;;;distinguido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
dudoso ;Adjective;doubtful, dubious;3230 ;;;;;;;;dudoso ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
lamentable ;Adjective;regrettable;3232 ;;;;;;;;lamentable ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
interminable ;Adjective;endless, interminable;3235 ;;;;;;;;interminable ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
innecesario ;Adjective;unnecessary;3248 ;;;;;;;;innecesario ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
verbal ;Adjective;verbal, oral;3256 ;;;;;;;;verbal ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
intacto ;Adjective;intact;3259 ;;;;;;;;intacto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
procedente ;Adjective;coming (from);3260 ;;;;;;;;procedente ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
disponible ;Adjective;available;3262 ;;;;;;;;disponible ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
encantado ;Adjective;pleased, delighted;3264 ;;;;;;;;encantado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
brit_nico ;Adjective;British;3265 ;;;;;;;;brit_nico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
laboral ;Adjective;labor, industry;3268 ;;;;;;;;laboral ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
rubio ;Adjective;blonde, fair;3269 ;;;;;;;;rubio ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
enamorado ;Adjective;in love;3274 ;;;;;;;;enamorado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
insu_ciente ;Adjective;insuf_cient;3278 ;;;;;;;;insu_ciente ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
sostenido ;Adjective;sustained, steady;3279 ;;;;;;;;sostenido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
espantoso ;Adjective;frightening, dreadful;3281 ;;;;;;;;espantoso ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
_nanciero ;Adjective;_nancial;3289 ;;;;;;;;_nanciero ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
colonial ;Adjective;colonial;3293 ;;;;;;;;colonial ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
teatral ;Adjective;theatrical;3295 ;;;;;;;;teatral ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
vertical ;Adjective;vertical, upright;3297 ;;;;;;;;vertical ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
gratuito ;Adjective;free, arbitrary, gratuitous;3299 ;;;;;;;;gratuito ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
vegetal ;Adjective;plant, vegetable;3304 ;;;;;;;;vegetal ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
usado ;Adjective;worn out, old, used;3305 ;;;;;;;;usado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
ambicioso ;Adjective;ambitious, greedy;3310 ;;;;;;;;ambicioso ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
policial ;Adjective;police;3311 ;;;;;;;;policial ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
po_tico ;Adjective;poetic;3312 ;;;;;;;;po_tico ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
satisfactorio ;Adjective;satisfactory;3316 ;;;;;;;;satisfactorio ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
vago ;Adjective;vague;3318 ;;;;;;;;vago ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
est_pido ;Adjective;stupid, idiotic;3319 ;;;;;;;;est_pido ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
honesto ;Adjective;honest;3326 ;;;;;;;;honesto ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
brusco ;Adjective;brusque, abrupt, sudden;3332 ;;;;;;;;brusco ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
iluminado ;Adjective;illuminated;3342 ;;;;;;;;iluminado ;"s; o; os; a; as; e; es";Два варианта: либо убирается последняя буква справа и потом добавляются окончания, либо просто добавляются окончания
